Iteration,MuTheta,Lambda2,Sig2Gamma,MuGamma,beta,Sig2Theta,CovThetaGamma,R2,rmse,intercept
241801,-0.2618,0.0378,0.0135,-0.207,1.0886,0.053856287,0.014713147,0.29740555,0.194522822,-0.036402369
241901,-0.3106,0.038,0.0409,-0.2226,1.2548,0.102387577,0.051275008,0.628382697,0.195061517,-0.031283314
242001,-0.3293,0.0243,0.0244,-0.272,0.4699,0.029724869,0.011477039,0.181432321,0.155986593,-0.201434466
242101,-0.2235,0.0292,0.0356,-0.2597,1.0889,0.071439217,0.03880843,0.591523834,0.170825108,0.059338804
242201,-0.2546,0.00678,0.0152,-0.2581,0.141,0.007084431,0.002140572,0.042589859,0.082357188,-0.218197302
242301,-0.3482,0.0178,0.0155,-0.3132,0.9068,0.03048285,0.014032559,0.417423673,0.133261348,-0.064172042
242401,-0.3086,0.0109,0.0145,-0.2604,0.00117,0.010908463,1.69674E-05,1.82E-06,0.10444349,-0.308296488
242501,-0.38,0.0573,0.0172,-0.2548,1.4804,0.09489537,0.025395048,0.396169727,0.23937564,-0.0028899
242601,-0.358,0.0133,0.014,-0.2578,0.3344,0.01481998,0.004679905,0.105604175,0.115130047,-0.2717542
242701,-0.3379,0.0174,0.0372,-0.2271,0.7386,0.037642706,0.027444533,0.538473259,0.131807114,-0.170158053
242801,-0.3,0.0628,0.0309,-0.2161,1.3595,0.119941491,0.042050341,0.476634616,0.250545853,-0.006157527
242901,-0.2793,0.0174,0.0213,-0.2111,1.1058,0.043435155,0.023581834,0.600358854,0.131751566,-0.045840972
243001,-0.2744,0.0151,0.0171,-0.2886,1.1538,0.037950623,0.019784584,0.601529956,0.1229723,0.058638386
243101,-0.2933,0.0451,0.0205,-0.2453,1.0883,0.069372086,0.02228499,0.349618204,0.212410786,-0.02638284
243201,-0.2214,0.0098,0.013,-0.21,1.2781,0.031041032,0.016617669,0.684250062,0.099001031,0.047099749
243301,-0.231,0.0561,0.0455,-0.1824,1.4855,0.156477077,0.067555504,0.641350043,0.236897651,0.039929482
243401,-0.2645,0.036,0.0162,-0.2327,0.4945,0.039957776,0.007998023,0.098974159,0.189744536,-0.14944607
243501,-0.2587,0.0147,0.0199,-0.2495,0.7752,0.026638653,0.015410607,0.448455425,0.121212229,-0.065317268
243601,-0.2631,0.0311,0.0272,-0.2467,0.3129,0.033766669,0.008499691,0.078754471,0.176372881,-0.185873803
243701,-0.2861,0.0123,0.0188,-0.2828,0.5345,0.017719067,0.010062625,0.30351571,0.111090288,-0.134976333
243801,-0.3749,0.019,0.0268,-0.2808,1.0849,0.050595527,0.029121796,0.624443933,0.137845773,-0.070335531
243901,-0.2741,0.0367,0.0273,-0.2409,0.5913,0.046252238,0.016127174,0.206189992,0.191612864,-0.131676898
244001,-0.2024,0.0106,0.0339,-0.2091,1.357,0.073019205,0.046020228,0.855223136,0.102817758,0.081282598
244101,-0.1744,0.00374,0.0158,-0.1729,0.89,0.01626523,0.014079255,0.770353919,0.061116663,-0.020517148
244201,-0.2644,0.00886,0.0247,-0.2433,0.2617,0.010555784,0.006460979,0.160186973,0.094153517,-0.200725601
244301,-0.3489,0.0152,0.012,-0.2368,0.4613,0.017732387,0.00553739,0.144049463,0.123199212,-0.239720763
244401,-0.3231,0.00542,0.0188,-0.2429,0.8294,0.018348074,0.015584479,0.704490959,0.073634379,-0.121650569
244501,-0.2162,0.00358,0.0179,-0.2053,0.7712,0.014206481,0.013784334,0.748325182,0.059794761,-0.057830368
244601,-0.2093,0.00148,0.021,-0.228,0.7621,0.013666435,0.015989586,0.891645794,0.038481368,-0.035577235
244701,-0.3358,0.0506,0.0134,-0.2185,0.5706,0.054994113,0.007649562,0.079372569,0.225009087,-0.211082279
244801,-0.2985,0.0255,0.0262,-0.2189,1.1066,0.057542222,0.028937717,0.556506036,0.15974864,-0.056233353
244901,-0.2936,0.00869,0.0265,-0.2323,0.7795,0.024769958,0.02063293,0.649276566,0.093206249,-0.112535862
245001,-0.2831,0.0122,0.0232,-0.2872,0.8645,0.029559449,0.020072217,0.587054445,0.110482772,-0.034822838
245101,-0.2929,0.0128,0.0292,-0.2507,1.5081,0.079247986,0.044057002,0.838401428,0.113165195,0.085064662
245201,-0.2518,0.0389,0.0306,-0.2277,0.6746,0.052846586,0.020667029,0.263802784,0.197244795,-0.098196167
245301,-0.3343,0.014,0.017,-0.2547,1.3284,0.043922373,0.022555582,0.682187665,0.118148516,0.004012009
245401,-0.2904,0.0174,0.021,-0.2359,0.8977,0.034373954,0.018855867,0.492409852,0.132090425,-0.078635879
245501,-0.326,0.0451,0.0187,-0.2479,0.7469,0.055524973,0.014002854,0.188351586,0.212289322,-0.140850445
245601,-0.3108,0.00996,0.0183,-0.2575,0.3708,0.01247054,0.006771041,0.201308009,0.099800402,-0.215306336
245701,-0.277,0.014,0.0245,-0.2793,0.8132,0.030193622,0.019910382,0.536230399,0.118333782,-0.04992141
245801,-0.3064,0.0202,0.02,-0.2383,1.3247,0.055345912,0.026548525,0.635423533,0.142048643,0.009179345
245901,-0.2941,0.0219,0.0136,-0.2776,1.8418,0.06816711,0.025098166,0.678134661,0.148123698,0.217159667
246001,-0.3835,0.0206,0.0193,-0.2965,0.9548,0.038190876,0.018399729,0.460022815,0.143604324,-0.10035908
246101,-0.3824,0.0385,0.0146,-0.2879,0.3208,0.040003923,0.004695027,0.0376549,0.196208,-0.290018904
246201,-0.308,0.0269,0.0231,-0.2647,1.5346,0.081333054,0.035463219,0.66914376,0.164041301,0.098136566
246301,-0.2773,0.0186,0.0259,-0.2421,1.3972,0.069115737,0.036132174,0.73041678,0.136500707,0.060939246
246401,-0.3086,0.0402,0.0207,-0.2178,0.6697,0.049468767,0.013832139,0.187262947,0.200512093,-0.162687225
246501,-0.3275,0.00813,0.0305,-0.2837,0.7064,0.023372395,0.021577478,0.652144461,0.090167716,-0.127095875
246601,-0.293,0.0232,0.0334,-0.2694,0.6895,0.039059425,0.023028583,0.406511152,0.152254173,-0.107239352
246701,-0.3379,0.0394,0.0234,-0.2671,1.6115,0.100158031,0.037711321,0.606772748,0.19845621,0.09246953
246801,-0.3323,0.0017,0.0191,-0.2512,1.3972,0.038903118,0.026626041,0.956256468,0.041252391,0.018754559
246901,-0.2536,0.00392,0.0315,-0.2191,0.6132,0.015784664,0.019344001,0.751467572,0.062633863,-0.119181536
247001,-0.3509,0.0123,0.0223,-0.2796,1.1262,0.04060576,0.02512554,0.696859762,0.110947014,-0.036010069
247101,-0.3226,0.0453,0.0471,-0.2957,1.3496,0.131168257,0.063619641,0.65459423,0.212852702,0.076443285
247201,-0.2666,0.0178,0.0284,-0.2278,1.3415,0.06898535,0.03816226,0.742099656,0.133384203,0.039006686
247301,-0.2642,0.0177,0.0185,-0.179,1.0901,0.03961113,0.020139544,0.554266156,0.132875961,-0.068995074
247401,-0.3198,0.0421,0.0127,-0.2758,1.2525,0.062064921,0.015932712,0.32152462,0.205206045,0.025623946
247501,-0.2102,0.0522,0.0301,-0.2559,1.3423,0.106377769,0.040388677,0.509627156,0.22839608,0.133309816
247601,-0.418,0.0186,0.0151,-0.2743,1.22,0.041064017,0.018388563,0.546304645,0.136493786,-0.083353832
247701,-0.2708,0.00622,0.0262,-0.2268,0.9599,0.030387267,0.025178114,0.79531797,0.078865249,-0.053147188
247801,-0.3344,0.00969,0.0139,-0.2539,1.0995,0.026514037,0.015302452,0.634590126,0.098430132,-0.05524661
247901,-0.3489,0.051,0.0141,-0.2308,1.0816,0.067542044,0.015289995,0.2448498,0.225841511,-0.099276314
248001,-0.3102,0.0295,0.0247,-0.2662,0.6272,0.039196991,0.015488307,0.247830196,0.171705541,-0.143208822
248101,-0.2078,0.0435,0.0253,-0.2457,0.87,0.062614229,0.02201242,0.305837406,0.208481308,0.00596836
248201,-0.3569,0.016,0.0207,-0.2599,0.6081,0.023647301,0.012609547,0.324259345,0.126409821,-0.198886744
248301,-0.3087,0.0286,0.0139,-0.256,0.7078,0.035511108,0.009826339,0.195853522,0.168985599,-0.127487094
248401,-0.2632,0.0224,0.0284,-0.2391,0.6495,0.034353801,0.01842087,0.348284639,0.149629207,-0.107938916
248501,-0.282,0.0261,0.0168,-0.2233,1.2885,0.054090588,0.021697498,0.516878668,0.161654931,0.005670181
248601,-0.3041,0.023,0.0288,-0.2841,1.0433,0.0543079,0.030027408,0.576873131,0.151588693,-0.007615288
248701,-0.2462,0.0424,0.0274,-0.2644,0.778,0.058949712,0.021287651,0.280952778,0.205882555,-0.040467542
248801,-0.4015,0.00964,0.0133,-0.2843,1.0396,0.024064542,0.013874609,0.599403252,0.098184405,-0.105896089
248901,-0.2861,0.0287,0.0246,-0.2736,0.4788,0.034320488,0.011757044,0.164033996,0.169383473,-0.155116
249001,-0.3012,0.032,0.0171,-0.2391,1.1465,0.054437632,0.019548486,0.411718994,0.178954253,-0.027086964
249101,-0.2966,0.0192,0.0174,-0.2559,0.6461,0.02645868,0.01125926,0.274940418,0.138506749,-0.1312586
249201,-0.2505,0.00668,0.0174,-0.2233,0.997,0.023966811,0.017342786,0.721463595,0.081704524,-0.027843978
249301,-0.2861,0.0138,0.0173,-0.2547,0.9134,0.028215521,0.015795919,0.511352718,0.11741992,-0.053447634
249401,-0.2103,0.0195,0.0175,-0.2234,0.233,0.020466092,0.004069844,0.046328428,0.139706585,-0.158220542
249501,-0.1659,0.0058,0.0182,-0.2067,0.6605,0.013739277,0.012026297,0.578132714,0.07613246,-0.02944706
249601,-0.2043,0.00497,0.0138,-0.2156,0.3588,0.006750621,0.004965378,0.263910311,0.070491579,-0.126915748
249701,-0.2327,0.00692,0.0139,-0.2573,1.3207,0.031115815,0.01831774,0.777463678,0.083212974,0.107100764
249801,-0.3697,0.0214,0.0221,-0.2543,0.7401,0.033484601,0.016326448,0.360837855,0.14629453,-0.18151657
249901,-0.3499,0.0195,0.0151,-0.303,0.5169,0.023506773,0.007790557,0.171306101,0.139570481,-0.193256429
250001,-0.4428,0.0333,0.0268,-0.3179,1.1912,0.071246786,0.031872834,0.532893155,0.182427688,-0.064072497
250101,-0.3497,0.0229,0.0154,-0.2826,1.5346,0.059151662,0.023643988,0.613405016,0.151220818,0.08390417
250201,-0.2803,0.015,0.0214,-0.2777,0.865,0.031040343,0.018494303,0.515381255,0.122648817,-0.040091494
250301,-0.2829,0.0394,0.0224,-0.2606,0.7535,0.052169024,0.016886031,0.24390761,0.198606651,-0.086537079
250401,-0.2395,0.016,0.0125,-0.2622,0.4889,0.018999854,0.006133779,0.157838796,0.12649482,-0.111287203
250501,-0.3003,0.0206,0.0203,-0.2811,0.5474,0.026647667,0.011122892,0.228484571,0.143384399,-0.146479088
250601,-0.329,0.00418,0.018,-0.2712,1.2772,0.033561657,0.023007451,0.875530159,0.064632919,0.017308396
250701,-0.2829,0.00642,0.0286,-0.2844,0.58,0.016035532,0.016572391,0.599445766,0.080144246,-0.117866816
250801,-0.2611,0.00208,0.0168,-0.209,0.2337,0.002995885,0.003924242,0.306165962,0.045592183,-0.212267081
250901,-0.2563,0.0012,0.0188,-0.1976,0.5307,0.006492628,0.009973303,0.815261432,0.034632914,-0.151403073
251001,-0.2449,0.00139,0.0217,-0.2664,1.0616,0.025812452,0.023007158,0.946204493,0.037263842,0.037892056
251101,-0.2687,0.000884,0.0351,-0.2666,0.9863,0.03498349,0.034573213,0.974732479,0.02973123,-0.005737495
251201,-0.2825,0.000882,0.0321,-0.2528,0.8442,0.02377781,0.027121027,0.962922507,0.029692113,-0.069076971
251301,-0.2847,0.000509,0.0242,-0.2708,1.4344,0.050212584,0.034652284,0.989865242,0.022558644,0.103643752
251401,-0.2976,0.00126,0.0238,-0.2311,1.0543,0.027722005,0.025101935,0.9546179,0.035469463,-0.053945732
251501,-0.1763,0.012,0.0139,-0.2337,0.8857,0.022963162,0.012330007,0.475589938,0.109736562,0.030749357
251601,-0.2625,0.0192,0.0217,-0.2657,1.6438,0.077748601,0.035636364,0.753428662,0.138457851,0.174312422
251701,-0.3572,0.0415,0.0259,-0.2468,0.3989,0.045613298,0.010332024,0.090351843,0.203695981,-0.258712472
251801,-0.3228,0.0115,0.0298,-0.2556,1.729,0.100604623,0.051555977,0.886048533,0.107070278,0.119252906
251901,-0.3634,0.018,0.0378,-0.2344,1.6961,0.12679094,0.064169636,0.858405195,0.133988576,0.034168137
252001,-0.2402,0.0176,0.0132,-0.2573,1.15,0.035064268,0.015200009,0.498493726,0.132608259,0.055671401
252101,-0.3916,0.0185,0.0193,-0.2748,1.3647,0.054470802,0.026324904,0.659558122,0.136176878,-0.01660266
252201,-0.2878,0.00284,0.0141,-0.2613,1.0456,0.018260022,0.014751112,0.844710222,0.053250303,-0.014568974
252301,-0.3133,0.004,0.0174,-0.2658,0.4346,0.00729624,0.007579706,0.451500699,0.063261224,-0.197754536
252401,-0.2815,0.0203,0.0338,-0.2629,0.9031,0.047859087,0.030560802,0.576678848,0.142336798,-0.04405159
252501,-0.4333,0.0298,0.0341,-0.2694,1.1764,0.077046768,0.040165571,0.613285169,0.172612653,-0.11629331
252601,-0.2465,0.00918,0.036,-0.3111,0.1978,0.010585019,0.007112644,0.132937904,0.095801192,-0.184964734
252701,-0.2944,0.0173,0.0142,-0.2583,0.3391,0.018903595,0.004809849,0.086290539,0.131424478,-0.206833306
252801,-0.393,0.055,0.0163,-0.2622,0.9771,0.070567412,0.015961354,0.221009553,0.234459676,-0.136773148
252901,-0.2989,0.0165,0.0235,-0.2445,0.3087,0.018783646,0.007248038,0.119099457,0.128633291,-0.223438428
253001,-0.3906,0.0367,0.0165,-0.2132,0.4955,0.04075169,0.008153317,0.099136692,0.19160298,-0.284960481
253101,-0.3287,0.0273,0.0193,-0.2249,1.2558,0.05779524,0.02428602,0.527682552,0.165220156,-0.046332881
253201,-0.4229,0.053,0.0287,-0.2723,1.4523,0.113474243,0.041668329,0.533299035,0.230127223,-0.027421613
253301,-0.247,0.0329,0.02,-0.2233,0.9907,0.052514808,0.019782711,0.373194145,0.181429295,-0.025854897
253401,-0.2572,0.0137,0.0171,-0.2161,1.4981,0.052061679,0.025601104,0.736705939,0.117079164,0.066509922
253501,-0.3449,0.00647,0.0208,-0.2963,0.4786,0.011221826,0.009937937,0.423837885,0.080408898,-0.203148945
253601,-0.2625,0.0424,0.0374,-0.198,0.5723,0.054652854,0.021407365,0.224161486,0.205916946,-0.149196472
253701,-0.2774,0.05,0.016,-0.2546,0.5902,0.0555807,0.009445021,0.100298673,0.22362028,-0.127092165
253801,-0.3943,0.038,0.0437,-0.2777,1.3074,0.11278979,0.057175846,0.662731197,0.195039682,-0.031228057
253901,-0.286,0.0186,0.0222,-0.2943,0.4399,0.022850735,0.009752515,0.187758695,0.13623623,-0.156538045
254001,-0.3483,0.0236,0.0181,-0.2049,0.9725,0.040714835,0.017626138,0.421026968,0.153534334,-0.1489623
254101,-0.216,0.00411,0.0215,-0.2374,0.8138,0.018336212,0.017480477,0.775858165,0.064108598,-0.02281017
254201,-0.1997,0.0026,0.0278,-0.2216,0.9206,0.026182528,0.025613578,0.90057657,0.05102114,0.004217219
254301,-0.1883,0.00113,0.0269,-0.1652,0.948,0.025309106,0.025509167,0.95544718,0.033579637,-0.031739261
254401,-0.22,0.00101,0.0186,-0.2189,0.6122,0.007987236,0.011390586,0.873017081,0.031847176,-0.085990316
254501,-0.2407,0.00141,0.0233,-0.2574,1.4045,0.047456912,0.03278372,0.970266256,0.037564234,0.1208214
254601,-0.2402,0.00125,0.0183,-0.2756,0.8295,0.013867068,0.015215811,0.910152965,0.03529752,-0.011584689
254701,-0.2331,0.00124,0.0205,-0.2282,1.1441,0.028036689,0.023422656,0.955797741,0.03520348,0.027989084
254801,-0.218,0.000239,0.0293,-0.1926,0.7642,0.017360363,0.022404499,0.986227044,0.015462972,-0.070818008
254901,-0.2185,0.000178,0.0205,-0.2439,0.8532,0.015093055,0.017481793,0.988212206,0.013338434,-0.010424543
255001,-0.2378,0.000839,0.0229,-0.2467,1.3834,0.044753219,0.031744625,0.981248412,0.028968844,0.103539142
255101,-0.2268,0.000842,0.0178,-0.2417,1.0454,0.020285189,0.018598899,0.958499982,0.029014405,0.02589924
255201,-0.2666,0.00839,0.0366,-0.225,0.4374,0.01538697,0.016000116,0.454804574,0.09159097,-0.168245675
255301,-0.2898,0.0272,0.0409,-0.2277,1.4222,0.110003316,0.05823592,0.752917289,0.164863329,0.033975948
255401,-0.4048,0.0263,0.0216,-0.3023,1.6486,0.085095504,0.035672337,0.691110435,0.162126843,0.093679154
255501,-0.3225,0.0268,0.0139,-0.3186,0.9316,0.038883407,0.012953538,0.310352645,0.163755424,-0.025761174
255601,-0.3405,0.0166,0.029,-0.3128,1.0251,0.047082653,0.029777192,0.648308488,0.128680105,-0.019869531
255701,-0.3614,0.00658,0.0188,-0.262,1.1867,0.033060262,0.022315324,0.801013808,0.081108172,-0.050441527
255801,-0.3501,0.0607,0.0274,-0.2676,1.0814,0.092739708,0.029668078,0.345951989,0.246284839,-0.060730516
255901,-0.3106,0.0515,0.017,-0.3063,-0.3936,0.054160828,-0.006695213,0.048658094,0.226992215,-0.431211026
256001,-0.3263,0.0221,0.0177,-0.2247,0.8007,0.033387367,0.014151608,0.339391553,0.148512548,-0.146423397
256101,-0.2311,0.0283,0.0191,-0.2516,1.1182,0.05217508,0.02132834,0.457109773,0.16830134,0.050192153
256201,-0.2399,0.0201,0.032,-0.2556,0.8233,0.041757596,0.026350285,0.519521537,0.141646128,-0.02951123
256301,-0.2875,0.00771,0.0293,-0.2275,1.1747,0.048190387,0.034458155,0.839930429,0.087828325,-0.020261786
256401,-0.2423,0.0184,0.0203,-0.2389,1.1605,0.045765093,0.023563082,0.597502142,0.135721598,0.034871758
256501,-0.2772,0.0108,0.0154,-0.2338,1.1837,0.032361977,0.018187479,0.665256281,0.104081547,-0.000433654
256601,-0.3032,0.00816,0.0128,-0.244,0.8138,0.016641745,0.010417244,0.509419704,0.090355476,-0.10462669
256701,-0.3441,0.0379,0.0158,-0.2504,0.3728,0.040056519,0.005882599,0.054743816,0.1945859,-0.250798428
256801,-0.3073,0.0323,0.0156,-0.2585,0.2293,0.033123402,0.003586791,0.024825436,0.179725064,-0.248012898
256901,-0.249,0.0122,0.0225,-0.2566,1.1328,0.041166645,0.02552584,0.702431683,0.110679218,0.041627755
257001,-0.3074,0.0101,0.0187,-0.2148,0.7228,0.019877857,0.013500236,0.490919403,0.100595384,-0.152120942
257101,-0.2989,0.0055,0.0139,-0.2465,0.2124,0.006122386,0.002947797,0.102257974,0.074137191,-0.24650095
257201,-0.2481,0.00558,0.0199,-0.2549,1.0633,0.028099505,0.021181245,0.8015382,0.07467716,0.022926891
257301,-0.2563,0.00411,0.0204,-0.2644,0.5675,0.010689718,0.011589792,0.615314291,0.064126295,-0.106266232
257401,-0.2785,0.00631,0.0204,-0.217,0.6958,0.016175388,0.014180145,0.609948383,0.079430701,-0.127453561
257501,-0.2681,0.0167,0.0276,-0.2672,0.8856,0.03839014,0.024485973,0.564856981,0.129248604,-0.031485428
257601,-0.321,0.0292,0.0315,-0.2764,1.0235,0.062213825,0.032244512,0.530446202,0.170917342,-0.038187874
257701,-0.431,0.0614,0.0303,-0.3093,1.4854,0.128236703,0.045007384,0.52131551,0.247759805,0.028389756
257801,-0.2845,0.0298,0.0298,-0.2538,0.331,0.033073372,0.009878798,0.098880173,0.17263566,-0.20052994
257901,-0.2531,0.0372,0.0283,-0.2876,1.0913,0.070867099,0.030887269,0.475661824,0.192764948,0.0607917
258001,-0.2732,0.0257,0.0189,-0.256,0.8936,0.040763696,0.016858803,0.369562269,0.160308989,-0.044443297
258101,-0.3373,0.0357,0.0157,-0.259,1.0676,0.053576548,0.016713325,0.333045028,0.189032126,-0.060752726
258201,-0.3263,0.058,0.0158,-0.2724,0.6871,0.065462477,0.010890162,0.114301185,0.240790446,-0.139079933
258301,-0.2899,0.0278,0.0286,-0.2381,1.0137,0.057176077,0.028951307,0.513272314,0.166820801,-0.048562989
258401,-0.3073,0.0158,0.0461,-0.24,0.5194,0.028236506,0.023926648,0.440115942,0.12573452,-0.18267706
258501,-0.281,0.0141,0.0154,-0.2022,0.8527,0.025257882,0.013109093,0.442555746,0.118658591,-0.108548026
258601,-0.2964,0.0209,0.0295,-0.2477,1.0124,0.05108209,0.029822914,0.591087657,0.14452715,-0.045600352
258701,-0.245,0.00697,0.024,-0.2426,0.5699,0.014750721,0.013654008,0.527547924,0.083480589,-0.106738379
258801,-0.2333,0.01,0.0151,-0.2734,0.2778,0.011167839,0.004206407,0.104651044,0.099995565,-0.157315905
258901,-0.196,0.0122,0.0236,-0.2516,0.3355,0.014894285,0.007921426,0.178449501,0.110618295,-0.111555051
259001,-0.3054,0.00614,0.0224,-0.2737,0.9171,0.024996168,0.020558852,0.754296782,0.07836861,-0.054308875
259101,-0.2274,0.011,0.0219,-0.2449,0.5983,0.018872994,0.013080806,0.414650445,0.10510613,-0.080841124
259201,-0.3434,0.0109,0.0254,-0.2419,1.0996,0.041594118,0.027936378,0.738526592,0.104286892,-0.077417571
259301,-0.3269,0.00341,0.0175,-0.2904,1.2834,0.032213593,0.022440631,0.894016392,0.05843041,0.045762369
259401,-0.3292,0.0103,0.0155,-0.2483,0.7232,0.018394974,0.011231676,0.441593177,0.101350278,-0.149671604
259501,-0.2615,0.0301,0.0232,-0.2632,0.7197,0.042107138,0.016713788,0.285673111,0.173430853,-0.072105415
259601,-0.3262,0.00248,0.0303,-0.22,0.6339,0.014644465,0.019196927,0.830913868,0.049761189,-0.186693747
259701,-0.3209,0.00121,0.0164,-0.2887,0.9114,0.014792745,0.014905465,0.918352919,0.034753194,-0.057751738
259801,-0.2735,0.0011,0.0153,-0.2525,1.4737,0.034357699,0.022563874,0.967840178,0.0332406,0.098542183
259901,-0.2519,0.000805,0.0294,-0.2033,0.8003,0.019662052,0.023561778,0.959040759,0.028378561,-0.089242851
260001,-0.2579,0.00317,0.0253,-0.2616,1.156,0.036998307,0.029267329,0.914443975,0.056262137,0.044487288
260101,-0.2878,0.00146,0.023,-0.2668,1.2721,0.03868792,0.029263708,0.962225687,0.038228388,0.051623045
260201,-0.3321,0.00187,0.0128,-0.2756,0.9839,0.014220952,0.012556583,0.868777923,0.043198413,-0.060910385
260301,-0.2814,0.00104,0.0279,-0.2148,0.5441,0.00930656,0.015196926,0.888492688,0.032214119,-0.1644987
260401,-0.2632,0.000746,0.0305,-0.281,0.6183,0.012418408,0.018879708,0.939952964,0.027307299,-0.089499444
260501,-0.2742,0.000759,0.0136,-0.2283,0.7614,0.008657766,0.01037431,0.912347408,0.027547697,-0.100355112
260601,-0.3011,0.0146,0.0369,-0.2178,1.1246,0.061309878,0.041511038,0.761415036,0.120944678,-0.05622171
260701,-0.3669,0.0555,0.0326,-0.2679,1.3329,0.113419694,0.043474833,0.510921383,0.235523135,-0.009790736
260801,-0.2912,0.0111,0.00833,-0.2122,0.6989,0.015146148,0.005821684,0.268642127,0.105248536,-0.14284494
260901,-0.2292,0.00467,0.0143,-0.2497,1.7228,0.047111856,0.024635408,0.900869185,0.06833913,0.200980151
261001,-0.3102,0.0175,0.0171,-0.2421,1.0405,0.035981435,0.017787421,0.514380035,0.132186623,-0.058344454
261101,-0.2229,0.00372,0.0241,-0.2201,1.1478,0.035512405,0.02769543,0.895111522,0.061031485,0.029663721
261201,-0.2408,0.00654,0.0163,-0.2446,1.2922,0.033787431,0.021084847,0.806366151,0.080885044,0.075238947
261301,-0.3983,0.0195,0.0141,-0.2319,0.9231,0.031539433,0.013018975,0.381054146,0.139718292,-0.18424627
261401,-0.2094,0.0102,0.0233,-0.1816,0.8975,0.028972267,0.020871483,0.64652286,0.101197994,-0.046415417
261501,-0.2323,0.00481,0.0211,-0.2418,0.3533,0.007438294,0.007443148,0.353544569,0.069343532,-0.146839685
261601,-0.2646,0.00905,0.0165,-0.2224,1.1854,0.032203812,0.019532015,0.718952021,0.095135778,-0.000885983
261701,-0.2659,0.00399,0.0254,-0.3003,0.7169,0.01705069,0.018213452,0.765833401,0.063187832,-0.05055259
261801,-0.261,0.00378,0.0281,-0.2695,0.6735,0.016508785,0.018897012,0.770946423,0.061493059,-0.079480312
261901,-0.2658,0.00211,0.0389,-0.2266,1.0018,0.041178166,0.038996381,0.948715416,0.045954381,-0.038776478
