Iteration,MuTheta,Lambda2,Sig2Gamma,MuGamma,beta,Sig2Theta,CovThetaGamma,R2,rmse,intercept
888901,-0.3157,0.0384,0.0216,-0.2704,0.9245,0.056865188,0.020008682,0.325299828,0.195874838,-0.065777665
889001,-0.3631,0.0362,0.0164,-0.3209,1.4918,0.072625641,0.024435409,0.501936951,0.190189769,0.115638622
889101,-0.4184,0.084,0.0241,-0.2675,1.3593,0.128597636,0.032800049,0.346693091,0.28985121,-0.05478894
889201,-0.3588,0.0226,0.0275,-0.267,0.346,0.025920633,0.009511982,0.126960773,0.15043181,-0.266396539
889301,-0.2479,0.0353,0.0228,-0.2565,0.7908,0.049629469,0.018066767,0.287860345,0.187997642,-0.045037536
889401,-0.2793,0.0129,0.0337,-0.3405,0.5299,0.022397001,0.017867286,0.422719604,0.113707299,-0.098876835
889501,-0.2213,0.031,0.0362,-0.2081,0.8024,0.054287432,0.029031942,0.429087792,0.176049304,-0.054317007
889601,-0.2633,0.0307,0.0207,-0.2082,0.4648,0.035204721,0.009623986,0.127070163,0.175303312,-0.166558443
889701,-0.3119,0.0232,0.0234,-0.2561,0.5307,0.029820556,0.012409426,0.220841105,0.152430152,-0.175965386
889801,-0.2326,0.00557,0.0205,-0.2619,0.7788,0.017984559,0.015936669,0.690146186,0.074649744,-0.028656998
889901,-0.3026,0.00643,0.0141,-0.2496,0.3952,0.008633267,0.00556439,0.254710256,0.080213999,-0.203927284
890001,-0.2876,0.00248,0.0118,-0.2738,1.503,0.029243384,0.017805997,0.915168695,0.049807172,0.123853349
890101,-0.2921,0.00546,0.0265,-0.2699,1.2826,0.049002633,0.033948482,0.888597577,0.073885128,0.054093538
890201,-0.2675,0.0135,0.0205,-0.2675,0.572,0.020243626,0.011706612,0.330769835,0.116394352,-0.114529457
890301,-0.2483,0.0154,0.0185,-0.2643,0.8426,0.028515995,0.015621709,0.461615529,0.123905485,-0.025636395
890401,-0.3344,0.0137,0.0208,-0.2772,0.5542,0.020132222,0.01151698,0.317062411,0.117256348,-0.180818264
890501,-0.2831,0.017,0.0219,-0.2485,1.1125,0.04405343,0.02435406,0.615012862,0.13023058,-0.006619955
890601,-0.2839,0.0376,0.0234,-0.2601,1.0582,0.063799425,0.024751162,0.410537263,0.193926232,-0.008696585
890701,-0.2086,0.0168,0.0192,-0.2286,1.0513,0.038056038,0.020179747,0.557470567,0.129772558,0.031720082
890801,-0.2729,0.0161,0.0176,-0.2624,1.1969,0.041285019,0.021058758,0.61051431,0.12680664,0.041219417
890901,-0.1973,0.0584,0.0271,-0.2538,0.5775,0.067491187,0.015655664,0.133962735,0.241764107,-0.050750727
891001,-0.3141,0.00677,0.0348,-0.2511,0.8278,0.030588393,0.028768118,0.778561147,0.082301025,-0.106235299
891101,-0.2647,0.0702,0.0329,-0.2341,0.8399,0.093335215,0.027593638,0.248297858,0.264877861,-0.06800289
891201,-0.3232,0.0293,0.0128,-0.2519,0.32,0.030561171,0.004081781,0.042745184,0.171040427,-0.242594958
891301,-0.3713,0.0798,0.0209,-0.2467,0.9887,0.100232496,0.020654916,0.203749752,0.282506902,-0.12743476
891401,-0.2836,0.00366,0.0208,-0.2427,0.7357,0.014898347,0.015269521,0.754041353,0.060534101,-0.104962211
891501,-0.25,0.00678,0.0215,-0.224,1.4021,0.048960843,0.0300841,0.861535477,0.082336746,0.064133745
891601,-0.2913,0.0632,0.0233,-0.2347,1.2782,0.101220752,0.029770671,0.375937875,0.251332524,0.008743055
891701,-0.3272,0.0707,0.017,-0.2542,1.5278,0.110287443,0.02592844,0.35918837,0.265844835,0.061100347
891801,-0.3842,0.0446,0.0174,-0.2847,0.7494,0.054386208,0.013040324,0.17969289,0.211218828,-0.170833464
891901,-0.3015,0.0351,0.0383,-0.2683,0.8503,0.062752383,0.03252624,0.44074568,0.187335372,-0.073346455
892001,-0.2672,0.0196,0.0103,-0.2353,1.0927,0.031948038,0.011301018,0.386505391,0.139999817,-0.01013921
892101,-0.3099,0.0282,0.0324,-0.2118,1.5963,0.110863196,0.05178457,0.745651224,0.167922358,0.02821059
892201,-0.2724,0.0173,0.0292,-0.3031,0.681,0.030842137,0.019862034,0.438568578,0.131589304,-0.06602042
892301,-0.323,0.0318,0.0168,-0.2648,1.4074,0.064989379,0.023612895,0.511341283,0.178206697,0.049694015
892401,-0.2471,0.00915,0.0316,-0.256,0.9656,0.038637521,0.030538095,0.763153954,0.095661612,0.000167065
892501,-0.3045,0.00438,0.0213,-0.2832,1.4883,0.051621449,0.031744173,0.915236065,0.066148599,0.117027733
892601,-0.3008,0.0286,0.0268,-0.2371,-0.0888,0.02881413,-0.002375441,0.00732009,0.169124831,-0.321821922
892701,-0.302,0.0483,0.0183,-0.2539,1.1227,0.071345474,0.020514978,0.322819677,0.219803892,-0.01702885
892801,-0.2521,0.0168,0.0175,-0.3035,0.2927,0.018286813,0.005109005,0.081771811,0.129581894,-0.163287859
892901,-0.4203,0.0812,0.0125,-0.2476,0.825,0.089689883,0.010316258,0.094887484,0.284920051,-0.216053507
893001,-0.3556,0.017,0.0169,-0.2913,1.3062,0.04581211,0.022027042,0.628048862,0.13053684,0.024813322
893101,-0.2772,0.0177,0.0302,-0.2379,1.3702,0.074393283,0.041385024,0.762225618,0.132999312,0.048744956
893201,-0.3084,0.026,0.0246,-0.2544,1.6945,0.096592963,0.041653757,0.73073066,0.161274683,0.122681445
893301,-0.3135,0.0207,0.026,-0.2191,1.0589,0.049768015,0.02749142,0.584945534,0.143723473,-0.081570105
893401,-0.3023,0.0123,0.0271,-0.2608,0.3985,0.016564977,0.010790002,0.259550767,0.110749827,-0.198341392
893501,-0.2771,0.00551,0.0227,-0.2744,0.8142,0.020588667,0.018519489,0.732355317,0.074232386,-0.053638073
893601,-0.3215,0.00756,0.0148,-0.2416,0.7465,0.015782334,0.011016731,0.521070222,0.086940379,-0.141151605
893701,-0.3537,0.0187,0.0324,-0.3225,0.6053,0.030623877,0.019638416,0.388167454,0.136882009,-0.158518395
893801,-0.3585,0.0102,0.0272,-0.2738,0.9708,0.035894153,0.026430473,0.714852544,0.101168801,-0.092713616
893901,-0.2636,0.00709,0.018,-0.2402,0.5003,0.01159703,0.009010649,0.388718756,0.084196479,-0.14343312
894001,-0.302,0.0214,0.0137,-0.2062,1.0205,0.035629427,0.013983949,0.400538471,0.146145376,-0.091623191
894101,-0.2569,0.0121,0.0309,-0.2016,0.7035,0.027377354,0.021715901,0.558047826,0.109997641,-0.115115418
894201,-0.1619,0.00742,0.0213,-0.1728,1.2047,0.038342518,0.025667353,0.806467481,0.086142464,0.046228293
894301,-0.3166,0.0155,0.0361,-0.1913,0.1614,0.01646254,0.005829718,0.057169962,0.124584819,-0.285729752
894401,-0.2589,0.00801,0.0169,-0.2381,1.0025,0.024953577,0.016900555,0.679001258,0.089498977,-0.020224864
894501,-0.2663,0.0483,0.026,-0.2518,0.3961,0.052356883,0.010304721,0.077955159,0.219716622,-0.166540063
894601,-0.294,0.048,0.024,-0.2499,1.2919,0.088153343,0.031062532,0.455208785,0.219146451,0.028818471
894701,-0.2472,0.0342,0.0158,-0.2564,0.4963,0.038064364,0.007862263,0.102503064,0.184831411,-0.119982454
894801,-0.3649,0.0332,0.03,-0.3059,0.9778,0.061838061,0.029302794,0.463339502,0.182170373,-0.065788577
894901,-0.2952,0.0163,0.018,-0.2059,0.6147,0.023077095,0.011095003,0.295555857,0.127501075,-0.168644541
895001,-0.3072,0.0143,0.0316,-0.2534,0.4314,0.020217269,0.013645573,0.291157205,0.119711593,-0.197831624
895101,-0.2828,0.0423,0.0286,-0.2561,1.4693,0.104143821,0.042090547,0.59382923,0.205670066,0.093486822
895201,-0.3761,0.0187,0.0221,-0.2616,0.0657,0.018781746,0.001452937,0.005084003,0.136697692,-0.358921537
895301,-0.3249,0.0323,0.012,-0.2353,2.1099,0.08582495,0.025351468,0.623244669,0.179819375,0.171599621
895401,-0.2858,0.0125,0.0243,-0.2582,0.5478,0.019830323,0.013298507,0.367374719,0.112005194,-0.144340469
895501,-0.3068,0.0633,0.0257,-0.2788,0.7983,0.079641988,0.020494802,0.20543641,0.251556404,-0.084177325
895601,-0.3728,0.00826,0.0142,-0.2972,1.3127,0.032801721,0.018698684,0.748329155,0.090858334,0.017350544
895701,-0.3693,0.00323,0.0217,-0.2713,0.7519,0.015522858,0.016343594,0.791665902,0.056867746,-0.165286178
895801,-0.2598,0.0149,0.00816,-0.2463,1.0373,0.023686582,0.008465418,0.370727519,0.122087322,-0.0042769
895901,-0.2015,0.0295,0.0228,-0.2292,0.7923,0.043832723,0.018040497,0.326077237,0.171871667,-0.019939359
896001,-0.3776,0.0304,0.0287,-0.2918,0.8286,0.050062482,0.023745525,0.393014681,0.174319223,-0.135788657
896101,-0.2271,0.0301,0.0197,-0.2309,0.5879,0.036914554,0.011562221,0.184128616,0.173544024,-0.091328144
896201,-0.335,0.0219,0.0328,-0.2489,1.0329,0.05688465,0.033912177,0.615755594,0.147843188,-0.077940005
896301,-0.3435,0.0185,0.0264,-0.2693,1.0625,0.048246742,0.028013802,0.616926849,0.135948636,-0.057335059
896401,-0.3184,0.0501,0.0368,-0.2696,0.1143,0.050625715,0.004202892,0.009487834,0.223931655,-0.287558754
896501,-0.2514,0.00693,0.0357,-0.2257,0.7503,0.027009455,0.026761936,0.743395878,0.083251051,-0.082036168
896601,-0.2956,0.0093,0.0156,-0.28,0.2485,0.010264153,0.003881486,0.093975961,0.096434275,-0.2260591
896701,-0.2404,0.047,0.0208,-0.2667,0.5132,0.052484965,0.010658484,0.104212602,0.21683028,-0.10356392
896801,-0.3418,0.025,0.0203,-0.2623,0.1238,0.025284946,0.002517535,0.012329829,0.15802907,-0.309300812
896901,-0.313,0.0222,0.0319,-0.2038,0.5849,0.033063653,0.018657959,0.330039369,0.148833283,-0.193802384
897001,-0.2538,0.0449,0.0122,-0.2505,1.5575,0.074444057,0.018939818,0.396262957,0.212001497,0.136461537
897101,-0.3247,0.0319,0.0204,-0.27,0.8685,0.04724523,0.017688979,0.325190804,0.178553957,-0.090210677
897201,-0.2583,0.0191,0.0273,-0.2612,1.0373,0.048431723,0.028319656,0.606516455,0.138047405,0.012659375
897301,-0.2844,0.0218,0.0211,-0.2321,1.0963,0.047108534,0.023111157,0.537815914,0.147556142,-0.029920151
897401,-0.2621,0.0244,0.0141,-0.244,0.6129,0.029742214,0.008661209,0.178495716,0.156311728,-0.112505307
897501,-0.2298,0.0121,0.0351,-0.1879,1.1933,0.062095217,0.041908248,0.805344089,0.109941807,-0.0055635
897601,-0.3127,0.037,0.0176,-0.2586,0.6061,0.043452632,0.010689185,0.149105211,0.192285251,-0.155981256
897701,-0.3119,0.0136,0.0157,-0.2714,0.6527,0.020294597,0.010243418,0.329443632,0.11665621,-0.134797403
897801,-0.3319,0.00863,0.0289,-0.2928,1.0076,0.037955562,0.029105476,0.772629932,0.09289757,-0.036911796
897901,-0.3371,0.0507,0.0254,-0.2393,1.3501,0.097083586,0.034337843,0.477506639,0.225223287,-0.014047006
898001,-0.307,0.026,0.0226,-0.2929,1.3844,0.06936198,0.031332416,0.6253821,0.161196276,0.098509599
898101,-0.3865,0.0353,0.014,-0.2381,1.466,0.065267349,0.02046169,0.459589167,0.187806237,-0.037380874
898201,-0.2518,0.0259,0.0192,-0.2385,0.9971,0.045045403,0.019166933,0.424280187,0.161038912,-0.014046354
898301,-0.2523,0.0219,0.0282,-0.3084,0.471,0.02817438,0.013265646,0.221749749,0.148076731,-0.107080352
898401,-0.2776,0.0179,0.0165,-0.3096,1.0586,0.03636579,0.017451099,0.508002398,0.133760537,0.050139415
898501,-0.1953,0.0512,0.0271,-0.2643,0.9382,0.075069098,0.025391857,0.317351638,0.226375345,0.052650333
898601,-0.2721,0.0119,0.0211,-0.2332,0.7749,0.024622862,0.016375568,0.515357042,0.109239629,-0.091380023
898701,-0.2998,0.0231,0.025,-0.2401,0.995,0.047786685,0.024843174,0.517274892,0.151880981,-0.060934082
898801,-0.3302,0.0341,0.0159,-0.2445,1.0158,0.050554062,0.016191182,0.325345179,0.184679564,-0.081823337
898901,-0.2783,0.0258,0.019,-0.1989,0.5954,0.032505793,0.011332568,0.207562275,0.160495535,-0.159951472
899001,-0.3501,0.0514,0.0252,-0.2487,0.7076,0.063982914,0.017825405,0.197136698,0.226648481,-0.174148587
899101,-0.3163,0.0376,0.0159,-0.238,0.8894,0.050209554,0.014146469,0.25057897,0.193979626,-0.104596686
899201,-0.2897,0.0166,0.0215,-0.2758,0.3027,0.018585648,0.006523783,0.106262793,0.128882446,-0.206203762
899301,-0.2389,0.0172,0.00697,-0.235,1.3218,0.029324501,0.00920804,0.415064539,0.130969236,0.071714622
899401,-0.2419,0.0146,0.0222,-0.2338,1.2942,0.051732272,0.028708119,0.718218163,0.120736136,0.060618388
899501,-0.3252,0.0239,0.0136,-0.224,0.5782,0.02849776,0.007870241,0.159692501,0.154747799,-0.195738807
899601,-0.3652,0.0441,0.0278,-0.2627,0.3831,0.048172425,0.010635278,0.08458863,0.20999425,-0.26460022
899701,-0.3673,0.0142,0.0266,-0.2822,1.019,0.041818918,0.027063061,0.659440674,0.119339108,-0.079752158
899801,-0.2986,0.00184,0.0281,-0.2756,0.8593,0.022607587,0.024170025,0.918655548,0.042883584,-0.061776644
899901,-0.2768,0.0389,0.0352,-0.2232,0.8827,0.066383451,0.031103228,0.413562193,0.197306273,-0.079796818
900001,-0.3241,0.0284,0.0241,-0.2835,0.9062,0.048101154,0.021796162,0.410609634,0.168375641,-0.067198756
900101,-0.3202,0.0137,0.0185,-0.2679,0.493,0.018199244,0.009130649,0.247355092,0.117036611,-0.188156651
900201,-0.2852,0.0175,0.0256,-0.2218,0.8011,0.033926802,0.020522765,0.484573591,0.132237551,-0.1074519
900301,-0.3015,0.0018,0.0185,-0.2517,0.8106,0.013968616,0.015007786,0.870872128,0.042470433,-0.097444636
900401,-0.2576,0.00398,0.0247,-0.2457,1.0215,0.029745903,0.025228083,0.866322781,0.063058303,-0.006601724
900501,-0.2887,0.00313,0.0161,-0.2584,1.0291,0.020189695,0.016578268,0.845020772,0.055937315,-0.022738825
900601,-0.2422,0.0111,0.0136,-0.2859,0.8018,0.019780969,0.010881402,0.441063824,0.105148938,-0.01296949
900701,-0.2594,0.00663,0.0267,-0.1925,0.4779,0.012732953,0.012774818,0.479508142,0.081408834,-0.16741372
900801,-0.3029,0.0137,0.0133,-0.2483,0.9319,0.025226624,0.012392626,0.457815916,0.116950733,-0.071451523
900901,-0.3122,0.0381,0.0181,-0.2144,0.207,0.03887845,0.003736199,0.019889916,0.195205433,-0.26779501
901001,-0.1804,0.0377,0.0267,-0.2165,0.9253,0.060552173,0.024750893,0.378206487,0.194038523,0.01987831
901101,-0.2669,0.0138,0.0234,-0.2342,1.0036,0.037410292,0.023480224,0.629893724,0.117668109,-0.031841299
901201,-0.3874,0.0512,0.0211,-0.2405,0.0747,0.051275339,0.001577108,0.002297107,0.226180358,-0.369418009
901301,-0.2735,0.084,0.0269,-0.2134,-0.5355,0.091733404,-0.014391416,0.084008677,0.289874115,-0.387772655
901401,-0.2862,0.026,0.0144,-0.2446,0.9856,0.039984969,0.014223218,0.35058994,0.16114168,-0.045081751
901501,-0.3212,0.0101,0.0376,-0.2699,0.6193,0.024535569,0.023310518,0.588386419,0.100494644,-0.15409333
901601,-0.4768,0.0262,0.0551,-0.3448,1.0806,0.090606072,0.059560818,0.710356999,0.161998193,-0.104200924
901701,-0.2534,0.044,0.0132,-0.2349,1.0216,0.057713262,0.013471524,0.238461216,0.20964467,-0.013412541
901801,-0.3782,0.0243,0.0491,-0.2532,0.8525,0.059972278,0.041857317,0.595001766,0.155848217,-0.16240247
901901,-0.3408,0.0158,0.0437,-0.3065,0.4245,0.023640665,0.018559551,0.333270781,0.125546493,-0.210711197
902001,-0.3082,0.0275,0.0146,-0.2505,1.6296,0.066388516,0.023846829,0.585341626,0.165917312,0.100033702
902101,-0.3529,0.00798,0.0349,-0.2533,1.1064,0.050691359,0.038602656,0.842553575,0.089337412,-0.072637647
902201,-0.3561,0.1021,0.0197,-0.2719,0.7155,0.11212918,0.014066444,0.089764241,0.319474552,-0.161507405
902301,-0.3165,0.00615,0.0168,-0.234,0.3646,0.008381474,0.006110343,0.265773846,0.078446781,-0.231209552
902401,-0.3307,0.0793,0.0285,-0.2324,0.4604,0.085375947,0.013130814,0.070811626,0.281656418,-0.223690277
902501,-0.2474,0.00681,0.0275,-0.2467,1.0595,0.0376291,0.02908639,0.818984753,0.082531453,0.013922262
902601,-0.2759,0.00552,0.0147,-0.2402,0.7597,0.014019705,0.01118777,0.606244778,0.074298938,-0.093447375
902701,-0.1754,0.00911,0.016,-0.2157,1.1559,0.030419219,0.01843857,0.700668407,0.095422394,0.073887311
902801,-0.2986,0.0249,0.059,-0.2415,0.5241,0.041143818,0.030933564,0.39405948,0.157894606,-0.172083475
902901,-0.209,0.0441,0.0339,-0.1916,1.2131,0.09403392,0.04117683,0.531188545,0.209962328,0.023427954
903001,-0.3033,0.0161,0.0223,-0.2585,0.9941,0.038138133,0.022164598,0.577709502,0.12690694,-0.046357822
903101,-0.3377,0.0173,0.0192,-0.299,0.8995,0.032814938,0.017238583,0.472547092,0.131561143,-0.068791249
903201,-0.3609,0.0247,0.0215,-0.2827,1.0291,0.04744583,0.022076531,0.478844079,0.157247179,-0.069932302
903301,-0.2562,0.1045,0.0217,-0.2392,1.2941,0.140797711,0.028034207,0.257675011,0.32329191,0.053355409
903401,-0.2817,0.049,0.0276,-0.2784,0.7072,0.062763877,0.019490324,0.219603153,0.221315909,-0.084851735
903501,-0.3419,0.0464,0.0364,-0.165,0.7252,0.065489711,0.026367531,0.291999784,0.215329351,-0.222161033
903601,-0.3083,0.0331,0.0163,-0.2645,1.1856,0.055984935,0.019270148,0.40809648,0.182037578,0.005353584
903701,-0.2747,0.0133,0.0242,-0.2445,0.808,0.029164279,0.019578128,0.542382414,0.115525265,-0.07719681
903801,-0.2341,0.042,0.0106,-0.2673,0.7176,0.047462129,0.007641912,0.115545576,0.204885553,-0.042272034
903901,-0.2778,0.0115,0.031,-0.2844,1.1189,0.050261077,0.03466628,0.771718873,0.10711515,0.040417857
904001,-0.2558,0.004,0.0398,-0.2198,1.0966,0.05185352,0.043635402,0.922788315,0.063274779,-0.014824397
904101,-0.216,0.0063,0.0153,-0.2588,0.4502,0.009396579,0.006888711,0.330015835,0.079344561,-0.099558512
904201,-0.2377,0.0241,0.0188,-0.214,0.914,0.039835981,0.017163833,0.393801045,0.155397973,-0.042118339
904301,-0.2386,0.0202,0.0186,-0.2275,1.2951,0.051339676,0.024055282,0.606827895,0.14207508,0.056035855
904401,-0.2799,0.0181,0.0317,-0.2208,0.509,0.026289981,0.016160716,0.31290598,0.134401222,-0.167577508
904501,-0.4043,0.0241,0.0157,-0.2225,0.6594,0.030929492,0.010340122,0.220440021,0.155278441,-0.257564367
904601,-0.3391,0.0405,0.0229,-0.2217,1.6024,0.099320892,0.036689966,0.591938577,0.201318218,0.016165258
904701,-0.3352,0.014,0.0175,-0.2416,0.8889,0.027777534,0.015553589,0.497727798,0.11811809,-0.120443269
904801,-0.363,0.0258,0.0172,-0.2957,1.0988,0.046567845,0.018940442,0.446917335,0.160486348,-0.038058371
904901,-0.2233,0.0163,0.0263,-0.1724,0.8235,0.034178585,0.021657848,0.52182458,0.127841148,-0.081314491
905001,-0.2201,0.0312,0.0628,-0.202,0.5248,0.048484078,0.032946238,0.356648992,0.176613364,-0.114094311
905101,-0.3372,0.021,0.0339,-0.2637,1.2737,0.076027466,0.043194253,0.723624075,0.144955721,-0.001283483
905201,-0.2867,0.0314,0.0203,-0.2546,0.5346,0.0372093,0.010837352,0.155693489,0.177245745,-0.150554956
905301,-0.2709,0.0218,0.028,-0.2683,0.7999,0.039738297,0.02241783,0.451276838,0.147666258,-0.056218587
905401,-0.3258,0.019,0.0292,-0.2762,0.3073,0.021750879,0.008974143,0.126796625,0.137814881,-0.240957667
905501,-0.3689,0.0316,0.0253,-0.2276,0.7265,0.044945481,0.018389228,0.297244712,0.17772359,-0.203537431
905601,-0.2367,0.0289,0.012,-0.2362,0.4539,0.03141237,0.005462594,0.078930797,0.170096932,-0.12951308
905701,-0.3638,0.0309,0.0121,-0.2458,1.2508,0.049907848,0.015196391,0.380865738,0.175782987,-0.056361662
905801,-0.3343,0.0256,0.0228,-0.327,0.903,0.044179524,0.02054707,0.41996176,0.160080646,-0.038980388
905901,-0.3545,0.00622,0.0312,-0.2716,1.4656,0.073309048,0.045779717,0.915219068,0.078836599,0.043525684
906001,-0.2693,0.00597,0.0213,-0.2855,0.4595,0.010461149,0.009775915,0.429393134,0.077260621,-0.138088475
906101,-0.2881,0.0205,0.0143,-0.2609,1.4253,0.049459499,0.020338398,0.586116644,0.143075028,0.083774497
906201,-0.2847,0.0255,0.0344,-0.2296,0.5995,0.037879364,0.020639531,0.326639926,0.159707393,-0.147090122
906301,-0.3336,0.0629,0.0412,-0.211,1.0653,0.109729645,0.043920057,0.426410468,0.25087801,-0.108829096
906401,-0.3049,0.0287,0.0238,-0.2227,0.7162,0.040930015,0.017081529,0.29891136,0.169397665,-0.145386771
906501,-0.2472,0.0139,0.03,-0.2638,0.5285,0.022276174,0.015858393,0.376230298,0.117877913,-0.10776173
906601,-0.289,0.023,0.0266,-0.2077,1.0564,0.052730742,0.028104763,0.563063049,0.151789359,-0.069590505
906701,-0.2926,0.0296,0.0142,-0.2264,1.3993,0.057342729,0.019857641,0.48456461,0.171919957,0.024227768
906801,-0.3209,0.0359,0.0244,-0.2307,0.8334,0.052863216,0.020360616,0.320971513,0.18946142,-0.12862382
906901,-0.3138,0.0157,0.0151,-0.2712,2.2677,0.09333092,0.034252508,0.832259915,0.125121287,0.301301221
907001,-0.3882,0.0422,0.0112,-0.302,1.0592,0.054788136,0.011869766,0.229468531,0.205465284,-0.068300759
907101,-0.3956,0.0331,0.0377,-0.2458,0.9882,0.069912247,0.037253612,0.526551488,0.18193364,-0.152712546
907201,-0.2523,0.0106,0.0221,-0.2866,1.1771,0.041231936,0.026020768,0.742870737,0.102965709,0.085036156
907301,-0.287,0.00915,0.0175,-0.2474,0.5758,0.014967146,0.010104118,0.388682453,0.095653954,-0.144608001
907401,-0.3122,0.00667,0.0189,-0.2674,1.1094,0.029882221,0.02092521,0.776878204,0.081653995,-0.015538392
907501,-0.2973,0.00819,0.0222,-0.2676,1.2698,0.043935642,0.028148581,0.813508748,0.090518577,0.042484605
907601,-0.2848,0.00591,0.0116,-0.2522,0.5606,0.009547373,0.006485712,0.380796728,0.076887999,-0.143389275
907701,-0.2699,0.00238,0.0222,-0.2476,1.6317,0.061360689,0.036145387,0.961166211,0.04881463,0.134148036
907801,-0.2484,0.00218,0.017,-0.2527,0.8301,0.013866001,0.014079808,0.842875193,0.046676468,-0.038713388
907901,-0.3013,0.00132,0.0323,-0.2695,0.974,0.031949117,0.031443332,0.958559774,0.036386517,-0.03875835
908001,-0.2486,0.00136,0.0181,-0.2144,1.1076,0.023521815,0.020005579,0.942027988,0.036927049,-0.011158241
908101,-0.2395,0.00121,0.0243,-0.2316,0.8701,0.019638311,0.021174482,0.938143375,0.034853402,-0.037991742
908201,-0.2384,0.000385,0.0146,-0.2352,1.1909,0.021065914,0.017365548,0.981719254,0.019623981,0.041657647
908301,-0.2626,0.000635,0.0154,-0.2278,0.2324,0.001466273,0.003576938,0.566871342,0.025200887,-0.209668173
908401,-0.252,0.000356,0.0194,-0.2472,0.8515,0.014431533,0.016529576,0.97532537,0.018870419,-0.041499477
908501,-0.2758,0.000386,0.0224,-0.2886,0.5081,0.006172199,0.011388586,0.937507709,0.019639624,-0.129215513
908601,-0.2561,0.00281,0.0137,-0.2206,0.6806,0.009168149,0.009337295,0.693192725,0.053036355,-0.105907328
908701,-0.2848,0.00697,0.0313,-0.2815,0.3875,0.011673245,0.012129376,0.402686403,0.083502022,-0.175749107
908801,-0.3523,0.0207,0.0249,-0.2641,0.6787,0.032140072,0.016895423,0.356784541,0.143781053,-0.173043294
908901,-0.2646,0.0279,0.0219,-0.2131,0.4155,0.031676438,0.009101644,0.119380803,0.167017603,-0.176105859
909001,-0.4025,0.0337,0.0158,-0.2671,1.5338,0.070799349,0.024213402,0.524561477,0.183468629,0.007156222
909101,-0.3457,0.0135,0.011,-0.2363,0.8241,0.020935032,0.009040267,0.355879979,0.116123525,-0.150969179
909201,-0.1264,0.0795,0.0376,-0.1954,1.4898,0.162868666,0.055981775,0.512073621,0.281900547,0.164755283
909301,-0.3231,0.0186,0.016,-0.3103,0.6691,0.025740366,0.010707632,0.278348273,0.136292258,-0.115429793
909401,-0.339,0.0198,0.0147,-0.2586,0.6075,0.025234264,0.008906024,0.214399783,0.14079788,-0.181909349
909501,-0.2885,0.0132,0.0188,-0.2477,0.7775,0.024536664,0.014619394,0.46327038,0.114758678,-0.095884487
909601,-0.3146,0.00778,0.0163,-0.2481,1.5643,0.047654598,0.025487927,0.836667445,0.088224414,0.073519379
909701,-0.2768,0.0239,0.0176,-0.2206,0.3768,0.026385519,0.006643247,0.094864139,0.154539571,-0.193695122
909801,-0.2688,0.0298,0.0427,-0.2469,0.983,0.070998029,0.041941687,0.580724747,0.172533234,-0.026103164
909901,-0.3895,0.0282,0.0227,-0.2842,0.7256,0.040132156,0.016497839,0.298301949,0.167811369,-0.183260458
910001,-0.3316,0.0378,0.019,-0.2903,0.435,0.041375458,0.008243191,0.08665952,0.194396194,-0.205279362
910101,-0.2766,0.0146,0.0493,-0.2973,0.6676,0.036626736,0.032928877,0.600202271,0.121009445,-0.078095101
910201,-0.2325,0.00312,0.0407,-0.169,0.0967,0.00349832,0.003934329,0.108728427,0.055838635,-0.216124686
910301,-0.2664,0.0102,0.0172,-0.2433,1.0134,0.027883528,0.017477103,0.635168613,0.100860231,-0.01983849
910401,-0.2608,0.0571,0.0275,-0.2856,-0.0104,0.057096657,-0.000286384,5.21998E-05,0.23894283,-0.263738695
910501,-0.3569,0.041,0.0432,-0.1969,1.0627,0.089813949,0.045891263,0.542992528,0.20259725,-0.147712851
910601,-0.1619,0.0195,0.0277,-0.1729,1.1823,0.058283357,0.032779293,0.664921243,0.13974804,0.04247816
910701,-0.2653,0.0427,0.0164,-0.2275,1.2152,0.066938564,0.019954517,0.362256629,0.206614679,0.011159046
910801,-0.2711,0.0136,0.0245,-0.2521,0.9207,0.034292121,0.022519485,0.604633604,0.11643862,-0.039012728
910901,-0.3051,0.0428,0.026,-0.2518,0.2026,0.043838724,0.005272846,0.024372067,0.206809777,-0.25405176
911001,-0.3012,0.0235,0.0175,-0.2678,0.4998,0.027917493,0.008751194,0.156668402,0.153439576,-0.167374176
911101,-0.3016,0.00604,0.0422,-0.2588,0.6287,0.022719525,0.026528807,0.734061825,0.077730232,-0.138864836
911201,-0.2582,0.0307,0.0211,-0.2359,1.0088,0.052127706,0.021253582,0.411290485,0.175180127,-0.020225093
911301,-0.273,0.00527,0.0217,-0.2776,0.8681,0.021635118,0.018855971,0.756610949,0.072565494,-0.03193874
911401,-0.3371,0.0114,0.0204,-0.2296,0.6204,0.019201298,0.012632318,0.408178606,0.106600838,-0.19458917
911501,-0.2964,0.0022,0.0108,-0.2395,1.2188,0.01821612,0.013138382,0.879092802,0.046930374,-0.004506008
911601,-0.3083,0.00189,0.0146,-0.2331,1.7337,0.045762274,0.025307896,0.958797551,0.043422549,0.095824524
911701,-0.2869,0.00198,0.00967,-0.2429,1.0417,0.012478561,0.01007545,0.841101076,0.044528979,-0.033917041
911801,-0.2622,0.00147,0.0236,-0.2142,0.6765,0.01228117,0.015983061,0.880366039,0.038330731,-0.117302667
